language	iso_code	gloss	global_id	local_id	transcription	cognate_class	tokens
German		see	1409	1409	zeː	385	z eː
Hawaiian		see	1409	1409	ʔike	389	ʔ i k e
Navajo		see	1409	1409	jiʔĩ́	388	j i ʔ ĩ
Turkish		see	1409	1409	gør	387	g ø r
Albanian		seed	714	714	far	948	f a r
English		seed	714	714	sid	945	s i d
French		seed	714	714	grɛn	946	g r ɛ n
German		seed	714	714	zaːmən	945	z aː m ə n
Hawaiian		seed	714	714	ʔanoʔano	950	ʔ a n o ʔ a n o
Navajo		seed	714	714	kˀeːljei	949	kˀ eː l j e i
Turkish		seed	714	714	tohum	-947	t o h u m
Albanian		sew	1457	1457	cep	646	c e p
English		sew	1457	1457	so	644	s o
French		sew	1457	1457	kuz	644	k u z
German		sew	1457	1457	neː	643	n eː
Hawaiian		sew	1457	1457	humu	648	h u m u
Navajo		sew	1457	1457	nayiɬkad	647	n ai i ɬ k a d
Turkish		sew	1457	1457	dik	645	d i k
Albanian		sharp	1396	1396	mpreht	964	m p r e h t
English		sharp	1396	1396	ʃarp	961	ʃ a r p
French		sharp	1396	1396	trɑ̃ʃɑ̃t	962	t r ɑ̃ ʃ ɑ̃ t
German		sharp	1396	1396	ʃarf	961	ʃ a r f
Hawaiian		sharp	1396	1396	ʔoi	967	ʔ o i
Navajo		sharp	1396	1396	deːni	965	d eː n i
Turkish		sharp	1396	1396	keskin	963	k e s k i n
Albanian		short	1645	1645	ʃkurtər	-1150	ʃ k u r t ə r
English		short	1645	1645	ʃɔrt	1150	ʃ ɔ r t
French		short	1645	1645	kurt	1150	k u r t
German		short	1645	1645	kurʦ	-1150	k u r ts
Hawaiian		short	1645	1645	poːkole	1154	p oː k o l e
Navajo		short	1645	1645	jayʒi	1152	j ai ʒ i
Turkish		short	1645	1645	kɯsa	1151	k ɯ s a
Albanian		sing	1261	1261	kəndo	-683	k ə n d o
English		sing	1261	1261	sɪŋ	682	s ɪ ŋ
French		sing	1261	1261	ʃɑ̃te	683	ʃ ɑ̃ t e
German		sing	1261	1261	ziŋ	682	z i ŋ
Hawaiian		sing	1261	1261	mele	686	m e l e
Navajo		sing	1261	1261	hataːɬ	685	h a t aː ɬ
Turkish		sing	1261	1261	ʃarkɯ	684	ʃ a r k ɯ
Albanian		sit	1416	1416	ndeɲ	984	n d e ɲ
English		sit	1416	1416	sɪt	982	s ɪ t
French		sit	1416	1416	asiz	982	a s i z
German		sit	1416	1416	ziʦ	982	z i ts
Hawaiian		sit	1416	1416	noho	986	n o h o
Navajo		sit	1416	1416	siday	985	s i d ai
Turkish		sit	1416	1416	otur	983	o t u r
Albanian		skin	763	763	ləkur	56	l ə k u r
English		skin	763	763	skin	-54	s k i n
French		skin	763	763	po	53	p o
German		skin	763	763	haut	52	h au t
Hawaiian		skin	763	763	ʔili	58	ʔ i l i
Navajo		skin	763	763	kaygi	57	k ai g i
Turkish		skin	763	763	deri	55	d e r i
Albanian		sky	1732	1732	cieł	-650	c i e lˠ
English		sky	1732	1732	skai	-651	s k ai
French		sky	1732	1732	sjɛl	650	s j ɛ l
German		sky	1732	1732	himəl	649	h i m ə l
Hawaiian		sky	1732	1732	lani	654	l a n i
Navajo		sky	1732	1732	yay	653	y ai
Turkish		sky	1732	1732	gøk	652	g ø k
Albanian		sleep	1585	1585	fle	830	f l e
English		sleep	1585	1585	slip	827	s l i p
French		sleep	1585	1585	dɔr	828	d ɔ r
German		sleep	1585	1585	ʃlaːf	827	ʃ l aː f
Hawaiian		sleep	1585	1585	moe	832	m o e
Navajo		sleep	1585	1585	ʔaɬhoʃ	831	ʔ a ɬ h o ʃ
Turkish		sleep	1585	1585	uju	829	u j u
Albanian		small	1246	1246	vogəl	297	v o g ə l
English		small	1246	1246	smɔl	295	s m ɔ l
French		small	1246	1246	pətit	294	p ə t i t
German		small	1246	1246	klain	293	k l ai n
Hawaiian		small	1246	1246	iki	300	i k i
Navajo		small	1246	1246	jayʒi	298	j ai ʒ i
Turkish		small	1246	1246	kyʧyk	296	k y tʃ y k
Albanian		smell	1586	1586	er	-1037	e r
English		smell	1586	1586	smel	1035	s m e l
French		smell	1586	1586	sɑ̃t	1034	s ɑ̃ t
German		smell	1586	1586	riːx	1033	r iː x
Hawaiian		smell	1586	1586	honi	1040	h o n i
Navajo		smell	1586	1586	jiʃʧã́ː	1038	j i ʃ tʃ ãː
Turkish		smell	1586	1586	kokla	1036	k o k l a
Albanian		smoke	778	778	tym	-612	t y m
English		smoke	778	778	smok	613	s m o k
French		smoke	778	778	fyme	612	f y m e
German		smoke	778	778	raux	611	r au x
Hawaiian		smoke	778	778	uahi	616	u a h i
Navajo		smoke	778	778	ɬid	615	ɬ i d
Turkish		smoke	778	778	duman	614	d u m a n
Albanian		smooth	1234	1234	ləmo	880	l ə m o
English		smooth	1234	1234	smuð	878	s m u ð
French		smooth	1234	1234	lis	877	l i s
German		smooth	1234	1234	glat	876	g l a t
Hawaiian		smooth	1234	1234	malino	883	m a l i n o
Navajo		smooth	1234	1234	dilkõːh	881	d i l k õː h
Turkish		smooth	1234	1234	dyz	879	d y z
Albanian		snake	730	730	ɟarpər	656	ɟ a r p ə r
English		snake	730	730	snek	657	s n e k
French		snake	730	730	sɛrpɑ̃	656	s ɛ r p ɑ̃
German		snake	730	730	ʃlaŋə	655	ʃ l a ŋ ə
Hawaiian		snake	730	730	naheka	-657	n a h e k a
Navajo		snake	730	730	tˡˀiːʃ	659	tˡˀ iː ʃ
Turkish		snake	730	730	jɯlan	658	j ɯ l a n
Albanian		snow	784	784	bor	989	b o r
English		snow	784	784	sno	987	s n o
French		snow	784	784	nɛʒ	987	n ɛ ʒ
German		snow	784	784	ʃneː	987	ʃ n eː
Hawaiian		snow	784	784	hau	991	h a u
Navajo		snow	784	784	zas	990	z a s
Turkish		snow	784	784	kar	988	k a r
Albanian		some	1241	1241	disa	361	d i s a
English		some	1241	1241	səm	359	s ə m
French		some	1241	1241	kɛlkə	358	k ɛ l k ə
German		some	1241	1241	ainig	357	ai n i g
Hawaiian		some	1241	1241	kekahi	364	k e k a h i
Navajo		some	1241	1241	ɬaʔ	362	ɬ a ʔ
Turkish		some	1241	1241	bazɯ	-360	b a z ɯ
Albanian		spit	1440	1440	pəʃty	769	p ə ʃ t y
English		spit	1440	1440	spɪt	767	s p ɪ t
French		spit	1440	1440	kraʃe	-766	k r a ʃ e
German		spit	1440	1440	ʃpuk	-765	ʃ p u k
Hawaiian		spit	1440	1440	kuha	771	k u h a
Navajo		spit	1440	1440	diʒeːh	770	d i ʒ eː h
Turkish		spit	1440	1440	tykyr	768	t y k y r
Albanian		split	1437	1437	ʧa	152	tʃ a
English		split	1437	1437	splɪit	-149	s p l ɪ t
French		split	1437	1437	fɑ̃d	150	f ɑ̃ d
German		split	1437	1437	ʃpalt	149	ʃ p a l t
Hawaiian		split	1437	1437	waːhi	154	w aː h i
Navajo		split	1437	1437	ʔaɬtayniːgeːʃ	153	ʔ a ɬ t ai n iː g eː ʃ
Turkish		split	1437	1437	jar	151	j a r
Albanian		squeeze	1414	1414	ʃtryð	551	ʃ t r y ð
English		squeeze	1414	1414	skwiz	549	s k w i z
French		squeeze	1414	1414	prɛse	548	p r ɛ s e
German		squeeze	1414	1414	dryk	547	d r y k
Hawaiian		squeeze	1414	1414	ʔuwiː	553	ʔ u w iː
Navajo		squeeze	1414	1414	jiːnih	552	j iː n i h
Turkish		squeeze	1414	1414	sɯk	550	s ɯ k
Albanian		stab	1434	1434	θer	621	θ e r
English		stab	1434	1434	stab	619	s t a b
French		stab	1434	1434	pwaɲarde	618	p w a ɲ a r d e
German		stab	1434	1434	ʃtex	617	ʃ t e x
Hawaiian		stab	1434	1434	hou	624	h o u
Navajo		stab	1434	1434	biɣayʔniɬgeːd	622	b i ɣ ai ʔ n i ɬ g eː d
Turkish		stab	1434	1434	hanʧerle	-620	h a n tʃ e r l e
Albanian		stand	1442	1442	kəmb	1044	k ə m b
English		stand	1442	1442	stand	1041	s t a n d
French		stand	1442	1442	dəbu	-1042	d ə b u
German		stand	1442	1442	ʃteː	1041	ʃ t eː
Hawaiian		stand	1442	1442	kuː	1046	k uː
Navajo		stand	1442	1442	sizĩ́	1045	s i z ĩ
Turkish		stand	1442	1442	dur	1043	d u r
Albanian		star	1430	1430	ył	1057	y lˠ
English		star	1430	1430	stɑr	1055	s t ɑ r
French		star	1430	1430	etwal	1055	e t w a l
German		star	1430	1430	ʃtern	1055	ʃ t e r n
Hawaiian		star	1430	1430	hoːkuː	1059	h oː k uː
Navajo		star	1430	1430	sõʔ	1058	s õ ʔ
Turkish		star	1430	1430	jɯldɯz	1056	j ɯ l d ɯ z
Albanian		stick	1295	1295	ʃkop	929	ʃ k o p
English		stick	1295	1295	stɪk	927	s t ɪ k
French		stick	1295	1295	batɔ̃	-926	b a t ɔ̃
German		stick	1295	1295	ʃtok	925	ʃ t o k
Hawaiian		stick	1295	1295	laːʔau	932	l aː ʔ a u
Navajo		stick	1295	1295	ʦin	930	ts i n
Turkish		stick	1295	1295	deɣnek	928	d e ɣ n e k
Albanian		stone	857	857	gur	581	g u r
English		stone	857	857	ston	578	s t o n
French		stone	857	857	pjɛr	-579	p j ɛ r
German		stone	857	857	ʃtain	578	ʃ t ai n
Hawaiian		stone	857	857	poːhaku	584	p oː h a k u
Navajo		stone	857	857	ʦe	582	ts e
Turkish		stone	857	857	taʃ	580	t a ʃ
Albanian		straight	1404	1404	drejt	-871	d r e j t
English		straight	1404	1404	stret	872	s t r e t
French		straight	1404	1404	drwat	871	d r w a t
German		straight	1404	1404	gəraːdə	870	g ə r aː d ə
Hawaiian		straight	1404	1404	pololei	875	p o l o l e i
Navajo		straight	1404	1404	kˀehozdon	874	kˀ e h o z d o n
Turkish		straight	1404	1404	doɣru	873	d o ɣ r u
Albanian		suck	1421	1421	θiθ	1132	θ i θ
English		suck	1421	1421	sək	1130	s ə k
French		suck	1421	1421	syse	1130	s y s e
German		suck	1421	1421	zaug	1130	z au g
Hawaiian		suck	1421	1421	omo	1134	o m o
Navajo		suck	1421	1421	jiɬtˀoʔ	1133	j i ɬ tˀ o ʔ
Turkish		suck	1421	1421	em	1131	e m
Albanian		sun	1343	1343	dieł	435	d i e lˠ
English		sun	1343	1343	sən	433	s ə n
French		sun	1343	1343	sɔlɛj	433	s ɔ l ɛ j
German		sun	1343	1343	zonə	433	z o n ə
Hawaiian		sun	1343	1343	laː	437	l aː
Navajo		sun	1343	1343	ʃay	436	ʃ ai
Turkish		sun	1343	1343	gyneʃ	434	g y n e ʃ
Albanian		swell	1573	1573	əɲ	1074	ə ɲ
English		swell	1573	1573	swɛl	1071	s w ɛ l
French		swell	1573	1573	ɑ̃fle	1072	ɑ̃ f l e
German		swell	1573	1573	ʃvel	1071	ʃ v e l
Hawaiian		swell	1573	1573	hoʔopehu	1077	h o ʔ o p e h u
Navajo		swell	1573	1573	niːʧaːd	1075	n iː tʃ aː d
Turkish		swell	1573	1573	ʃiʃ	1073	ʃ i ʃ
Albanian		swim	1439	1439	noto	158	n o t o
English		swim	1439	1439	swɪm	155	s w ɪ m
French		swim	1439	1439	naʒe	156	n a ʒ e
German		swim	1439	1439	ʃvim	155	ʃ v i m
Hawaiian		swim	1439	1439	ʔau	160	ʔ a u
Navajo		swim	1439	1439	ʔaɬkõːh	159	ʔ a ɬ k õː h
Turkish		swim	1439	1439	jyz	157	j y z
Albanian		tail	1220	1220	biʃt	126	b i ʃ t
English		tail	1220	1220	tel	124	t e l
French		tail	1220	1220	kø	123	k ø
German		tail	1220	1220	ʃvanʦ	122	ʃ v a n ts
Hawaiian		tail	1220	1220	huelo	128	h u e l o
Navajo		tail	1220	1220	ʦeːʔ	127	ts eː ʔ
Turkish		tail	1220	1220	kujruk	125	k u j r u k
Albanian		that	78	78	ai	775	a i
English		that	78	78	ðat	772	ð a t
French		that	78	78	səla	773	s ə l a
German		that	78	78	das	772	d a s
Hawaiian		that	78	78	keːlaː	778	k eː l aː
Navajo		that	78	78	ʔeiː	776	ʔ e iː
Turkish		that	78	78	on	774	o n
Albanian		there	1937	1937	aty	720	a t y
English		there	1937	1937	ðɛr	717	ð ɛ r
French		there	1937	1937	la	718	l a
German		there	1937	1937	daː	717	d aː
Hawaiian		there	1937	1937	laila	723	l a i l a
Navajo		there	1937	1937	ʔaːdi	721	ʔ aː d i
Turkish		there	1937	1937	ora	719	o r a
Albanian		they	817	817	ata	216	a t a
English		they	817	817	ðe	-214	ð e
French		they	817	817	il	213	i l
German		they	817	817	ziː	212	z iː
Hawaiian		they	817	817	laːkou	219	l aː k o u
Navajo		they	817	817	bi	217	b i
Turkish		they	817	817	on	215	o n
Albanian		thick	1244	1244	traʃ	690	t r a ʃ
English		thick	1244	1244	θɪk	687	θ ɪ k
French		thick	1244	1244	epɛs	688	e p ɛ s
German		thick	1244	1244	dik	687	d i k
Hawaiian		thick	1244	1244	maːnoa	693	m aː n o a
Navajo		thick	1244	1244	ditã́	691	d i t ã
Turkish		thick	1244	1244	kalɯn	689	k a l ɯ n
Albanian		thin	2308	2308	hoł	495	h o lˠ
English		thin	2308	2308	θɪn	492	θ ɪ n
French		thin	2308	2308	mɛ̃s	493	m ɛ̃ s
German		thin	2308	2308	dyn	492	d y n
Hawaiian		thin	2308	2308	wiːwiː	497	w iː w iː
Navajo		thin	2308	2308	ʔayɬtˀã́ʔi	496	ʔ ai ɬ tˀ ã ʔ i
Turkish		thin	2308	2308	inʤe	494	i n dʒ e
Albanian		think	1415	1415	mendo	-639	m e n d o
English		think	1415	1415	θɪŋk	636	θ ɪ ŋ k
French		think	1415	1415	pɑ̃se	-637	p ɑ̃ s e
German		think	1415	1415	deŋk	636	d e ŋ k
Hawaiian		think	1415	1415	manaʔo	642	m a n a ʔ o
Navajo		think	1415	1415	nizin	640	n i z i n
Turkish		think	1415	1415	dyʃyn	638	d y ʃ y n
Albanian		this	1214	1214	k	866	k
English		this	1214	1214	ðɪs	863	ð ɪ s
French		this	1214	1214	səsi	864	s ə s i
German		this	1214	1214	diːz	863	d iː z
Hawaiian		this	1214	1214	keːia	869	k eː i a
Navajo		this	1214	1214	diː	867	d iː
Turkish		this	1214	1214	bun	865	b u n
Albanian		thou	1215	1215	t	585	t
English		thou	1215	1215	ju	586	j u
French		thou	1215	1215	ty	585	t y
German		thou	1215	1215	duː	585	d uː
Hawaiian		thou	1215	1215	ʔoe	589	ʔ o e
Navajo		thou	1215	1215	ni	588	n i
Turkish		thou	1215	1215	sen	587	s e n
Albanian		three	492	492	tre	724	t r e
English		three	492	492	θri	724	θ r i
French		three	492	492	trwa	724	t r w a
German		three	492	492	drai	724	d r ai
Hawaiian		three	492	492	kolu	727	k o l u
Navajo		three	492	492	taːʔ	726	t aː ʔ
Turkish		three	492	492	yʧ	725	y tʃ
Albanian		throw	1456	1456	heð	568	h e ð
English		throw	1456	1456	θro	566	θ r o
French		throw	1456	1456	lɑ̃se	-565	l ɑ̃ s e
German		throw	1456	1456	verf	564	v e r f
Hawaiian		throw	1456	1456	nou	571	n o u
Navajo		throw	1456	1456	hiɬhan	569	h i ɬ h a n
Turkish		throw	1456	1456	at	567	a t
Albanian		tie	1917	1917	lið	1025	l i ð
English		tie	1917	1917	tai	1023	t ai
French		tie	1917	1917	ataʃe	-1022	a t a ʃ e
German		tie	1917	1917	bind	1021	b i n d
Hawaiian		tie	1917	1917	hiːkiʔi	1027	h iː k i ʔ i
Navajo		tie	1917	1917	beʔetˡˀo	1026	b e ʔ e tˡˀ o
Turkish		tie	1917	1917	baɣla	1024	b a ɣ l a
Albanian		tongue	1205	1205	ɟuh	627	ɟ u h
English		tongue	1205	1205	təŋ	625	t ə ŋ
French		tongue	1205	1205	lɑ̃g	625	l ɑ̃ g
German		tongue	1205	1205	ʦuŋə	625	ts u ŋ ə
Hawaiian		tongue	1205	1205	alelo	629	a l e l o
Navajo		tongue	1205	1205	ʦoːʔ	628	ts oː ʔ
Turkish		tongue	1205	1205	dil	626	d i l
Albanian		tooth	1380	1380	ðəmb	1188	ð ə m b
English		tooth	1380	1380	tuθ	1186	t u θ
French		tooth	1380	1380	dɑ̃	1186	d ɑ̃
German		tooth	1380	1380	ʦaːn	1186	ts aː n
Hawaiian		tooth	1380	1380	niho	1190	n i h o
Navajo		tooth	1380	1380	ɣoːʔ	1189	ɣ oː ʔ
Turkish		tooth	1380	1380	diʃ	1187	d i ʃ
Albanian		tree	906	906	drur	349	d r u r
English		tree	906	906	tri	349	t r i
French		tree	906	906	arbr	348	a r b r
German		tree	906	906	baum	347	b au m
Hawaiian		tree	906	906	laːʔau	352	l aː ʔ a u
Navajo		tree	906	906	ʦin	351	ts i n
Turkish		tree	906	906	aɣaʤ	350	a ɣ a dʒ
Albanian		true	1657	1657	vərtet	-814	v ə r t e t
English		true	1657	1657	tru	815	t r u
French		true	1657	1657	vrɛ	814	v r ɛ
German		true	1657	1657	vaːr	814	v aː r
Hawaiian		true	1657	1657	ʔoiaʔiʔo	818	ʔ o i a ʔ i ʔ o
Navajo		true	1657	1657	ʔaːniː	817	ʔ aː n iː
Turkish		true	1657	1657	doɣru	816	d o ɣ r u
Albanian		two	1498	1498	dy	145	d y
English		two	1498	1498	tu	145	t u
French		two	1498	1498	dø	145	d ø
German		two	1498	1498	ʦvai	145	ts v ai
Hawaiian		two	1498	1498	lua	148	l u a
Navajo		two	1498	1498	naːki	147	n aː k i
Turkish		two	1498	1498	iki	146	i k i
Albanian		vomit	1278	1278	vjeł	1211	v j e lˠ
English		vomit	1278	1278	vɑmət	-1209	v ɑ m ə t
French		vomit	1278	1278	vɔmi	-1209	v ɔ m i
German		vomit	1278	1278	erbrex	1208	e r b r e x
Hawaiian		vomit	1278	1278	luaʔi	1213	l u a ʔ i
Navajo		vomit	1278	1278	naykwi	1212	n ai kʷ i
Turkish		vomit	1278	1278	kus	1210	k u s
Albanian		wash	1453	1453	la	667	l a
English		wash	1453	1453	wɑʃ	666	w ɑ ʃ
French		wash	1453	1453	lave	667	l a v e
German		wash	1453	1453	vaʃ	666	v a ʃ
Hawaiian		wash	1453	1453	holoi	670	h o l o i
Navajo		wash	1453	1453	jiːgis	669	j iː g i s
Turkish		wash	1453	1453	jɯka	668	j ɯ k a
Albanian		water	948	948	uj	527	u j
English		water	948	948	wɑtər	527	w ɑ t ə r
French		water	948	948	o	528	o
German		water	948	948	vasər	527	v a s ə r
Hawaiian		water	948	948	wai	531	w a i
Navajo		water	948	948	to	530	t o
Turkish		water	948	948	suj	529	s u j
Albanian		we	1212	1212	n	499	n
English		we	1212	1212	wi	498	w i
French		we	1212	1212	nu	499	n u
German		we	1212	1212	viːr	498	v iː r
Hawaiian		we	1212	1212	maːkou	502	m aː k o u
Navajo		we	1212	1212	nihi	501	n i h i
Turkish		we	1212	1212	b	500	b
Albanian		wet	1726	1726	lagət	141	l a g ə t
English		wet	1726	1726	wɛt	139	w ɛ t
French		wet	1726	1726	muje	138	m u j e
German		wet	1726	1726	nas	137	n a s
Hawaiian		wet	1726	1726	pulu	144	p u l u
Navajo		wet	1726	1726	ditˡeːʔ	142	d i tˡ eː ʔ
Turkish		wet	1726	1726	ɯslak	140	ɯ s l a k
Albanian		what	1236	1236	ʧ	418	tʃ
English		what	1236	1236	wɑt	416	w ɑ t
French		what	1236	1236	kwa	416	k w a
German		what	1236	1236	v	416	v
Hawaiian		what	1236	1236	aha	420	a h a
Navajo		what	1236	1236	haʔaytˀiːʃ	419	h a ʔ ai tˀ iː ʃ
Turkish		what	1236	1236	ne	417	n e
Albanian		white	1335	1335	barð	535	b a r ð
English		white	1335	1335	wait	532	w ai t
French		white	1335	1335	blɑ̃ʃ	-533	b l ɑ̃ ʃ
German		white	1335	1335	vais	532	v ai s
Hawaiian		white	1335	1335	keʔokeʔo	538	k e ʔ o k e ʔ o
Navajo		white	1335	1335	ɬigai	536	ɬ i g a i
Turkish		white	1335	1335	ak	534	a k
Albanian		who	1235	1235	k	992	k
English		who	1235	1235	hu	992	h u
French		who	1235	1235	ki	992	k i
German		who	1235	1235	veː	992	v eː
Hawaiian		who	1235	1235	wai	995	w a i
Navajo		who	1235	1235	hayi	994	h ai i
Turkish		who	1235	1235	kim	993	k i m
Albanian		wide	1243	1243	ɟer	184	ɟ e r
English		wide	1243	1243	waid	181	w ai d
French		wide	1243	1243	larʒ	182	l a r ʒ
German		wide	1243	1243	vait	181	v ai t
Hawaiian		wide	1243	1243	aːkea	187	aː k e a
Navajo		wide	1243	1243	niteːl	185	n i t eː l
Turkish		wide	1243	1243	geniʃ	183	g e n i ʃ
Albanian		wife	1199	1199	gru	1165	g r u
English		wife	1199	1199	waif	1163	w ai f
French		wife	1199	1199	fam	1162	f a m
German		wife	1199	1199	gatin	1161	g a t i n
Hawaiian		wife	1199	1199	wahine	1168	w a h i n e
Navajo		wife	1199	1199	ʔaːd	1166	ʔ aː d
Turkish		wife	1199	1199	karɯ	1164	k a r ɯ
Albanian		wind	960	960	er	-1235	e r
English		wind	960	960	wɪnd	1233	w ɪ n d
French		wind	960	960	vɑ̃	1233	v ɑ̃
German		wind	960	960	vind	1233	v i n d
Hawaiian		wind	960	960	makani	1237	m a k a n i
Navajo		wind	960	960	niɬʧˀi	1236	n i ɬ tʃˀ i
Turkish		wind	960	960	ryzgaːr	-1234	r y z g aː r
Albanian		wing	1257	1257	flet	1230	f l e t
English		wing	1257	1257	wɪŋ	-1228	w ɪ ŋ
French		wing	1257	1257	ɛl	1227	ɛ l
German		wing	1257	1257	flyːgəl	1226	f l yː g ə l
Hawaiian		wing	1257	1257	ʔeːheu	1232	ʔ eː h e u
Navajo		wing	1257	1257	tˀaʔ	1231	tˀ a ʔ
Turkish		wing	1257	1257	kanad	1229	k a n a d
Albanian		wipe	1454	1454	fʃi	1139	f ʃ i
English		wipe	1454	1454	waip	1137	w ai p
French		wipe	1454	1454	esɥije	1136	e s ɥ i j e
German		wipe	1454	1454	viʃ	1135	v i ʃ
Hawaiian		wipe	1454	1454	kaːwele	-1142	k aː w e l e
Navajo		wipe	1454	1454	naynitˀod	1140	n ai n i tˀ o d
Turkish		wipe	1454	1454	sil	1138	s i l
Albanian		with	1340	1340	me	92	m e
English		with	1340	1340	wɪθ	94	w ɪ θ
French		with	1340	1340	avɛk	93	a v ɛ k
German		with	1340	1340	mit	92	m i t
Hawaiian		with	1340	1340	me	98	m e
Navajo		with	1340	1340	iɬ	96	i ɬ
Turkish		with	1340	1340	ile	95	i l e
Albanian		woman	962	962	gru	859	g r u
English		woman	962	962	wʊmən	857	w ʊ m ə n
French		woman	962	962	fam	856	f a m
German		woman	962	962	frau	855	f r au
Hawaiian		woman	962	962	wahine	862	w a h i n e
Navajo		woman	962	962	ʔasʣayni	860	ʔ a s dz ai n i
Turkish		woman	962	962	kadɯn	-858	k a d ɯ n
Albanian		woods	420	420	pył	-34	p y lˠ
English		woods	420	420	wʊd	32	w ʊ d
French		woods	420	420	bwa	-31	b w a
German		woods	420	420	vald	30	v a l d
Hawaiian		woods	420	420	ululaːʔau	37	u l u l aː ʔ a u
Navajo		woods	420	420	ʦintah	35	ts i n t a h
Turkish		woods	420	420	orman	33	o r m a n
Albanian		worm	1219	1219	krimb	886	k r i m b
English		worm	1219	1219	wərm	884	w ə r m
French		worm	1219	1219	vɛr	884	v ɛ r
German		worm	1219	1219	vurm	884	v u r m
Hawaiian		worm	1219	1219	koʔe	888	k o ʔ e
Navajo		worm	1219	1219	ʧˀoʃ	887	tʃˀ o ʃ
Turkish		worm	1219	1219	soluʤan	-885	s o l u dʒ a n
Albanian		year	1226	1226	vit	406	v i t
English		year	1226	1226	jɪr	403	j ɪ r
French		year	1226	1226	ane	404	a n e
German		year	1226	1226	jaːr	403	j aː r
Hawaiian		year	1226	1226	makahiki	408	m a k a h i k i
Navajo		year	1226	1226	hai	407	h ai
Turkish		year	1226	1226	sene	-405	s e n e
Albanian		yellow	1424	1424	verð	-16	v e r ð
English		yellow	1424	1424	jɛlo	14	j ɛ l o
French		yellow	1424	1424	ʒon	14	ʒ o n
German		yellow	1424	1424	gelb	14	g e l b
Hawaiian		yellow	1424	1424	melemele	19	m e l e m e l e
Navajo		yellow	1424	1424	ɬiʦo	17	ɬ i ts o
Turkish		yellow	1424	1424	sarɯ	15	s a r ɯ
Albanian		you	1213	1213	ju	1029	j u
English		you	1213	1213	ju	1028	j u
French		you	1213	1213	vu	1029	v u
German		you	1213	1213	iːr	1028	iː r
Hawaiian		you	1213	1213	ʔou	1032	ʔ o u
Navajo		you	1213	1213	nihi	1031	n i h i
Turkish		you	1213	1213	s	1030	s
